route,origin,dest,distance_mi,scheduled_flights,route_segment
SEA-HOU,SEA,HOU,1894.0,120,
SEA-IAD,SEA,IAD,2305.0,1853,"Thin route - long-haul, rarely cancels"
SEA-IAH,SEA,IAH,1874.0,2090,"Thin route - long-haul, rarely cancels"
SEA-IDA,SEA,IDA,566.0,367,"Thin route - reliable, short delay tail"
SEA-IND,SEA,IND,1866.0,565,"Thin route - long-haul, rarely cancels"
SEA-JAC,SEA,JAC,621.0,203,
SEA-JAX,SEA,JAX,2442.0,1,
SEA-JFK,SEA,JFK,2422.0,2906,"Thin route - long-haul, rarely cancels"
SEA-JNU,SEA,JNU,909.0,1588,"Thin route - reliable, short delay tail"
SEA-KOA,SEA,KOA,2688.0,1421,"Thin route - long-haul, rarely cancels"
SEA-KTN,SEA,KTN,680.0,1303,"Thin route - reliable, short delay tail"
SEA-LAS,SEA,LAS,867.0,5621,"Trunk route - multi-carrier, unreliable"
SEA-LAX,SEA,LAX,954.0,7454,"Trunk route - multi-carrier, unreliable"
SEA-LIH,SEA,LIH,2700.0,1094,"Thin route - long-haul, rarely cancels"
SEA-LWS,SEA,LWS,262.0,364,"Thin route - reliable, short delay tail"
SEA-MCI,SEA,MCI,1490.0,1131,"Thin route - long-haul, rarely cancels"
SEA-MCO,SEA,MCO,2554.0,1820,"Thin route - long-haul, rarely cancels"
SEA-MDW,SEA,MDW,1733.0,678,"Thin route - long-haul, rarely cancels"
SEA-MFR,SEA,MFR,352.0,1274,"Thin route - reliable, short delay tail"
SEA-MIA,SEA,MIA,2724.0,1210,"Thin route - long-haul, rarely cancels"
SEA-MKE,SEA,MKE,1694.0,509,"Thin route - long-haul, rarely cancels"
SEA-MRY,SEA,MRY,750.0,41,
SEA-MSO,SEA,MSO,389.0,626,"Thin route - reliable, short delay tail"
SEA-MSP,SEA,MSP,1399.0,2684,"Thin route - reliable, short delay tail"
SEA-MSY,SEA,MSY,2086.0,627,"Thin route - long-haul, rarely cancels"
SEA-OAK,SEA,OAK,672.0,1895,"Trunk route - multi-carrier, unreliable"
SEA-OGG,SEA,OGG,2639.0,1809,"Thin route - long-haul, rarely cancels"
SEA-OKC,SEA,OKC,1519.0,425,"Thin route - long-haul, rarely cancels"
SEA-OMA,SEA,OMA,1368.0,510,"Thin route - long-haul, rarely cancels"
SEA-ONT,SEA,ONT,956.0,2504,"Trunk route - multi-carrier, unreliable"
SEA-ORD,SEA,ORD,1721.0,5551,"Trunk route - multi-carrier, unreliable"
SEA-PDX,SEA,PDX,129.0,4812,"Trunk route - multi-carrier, unreliable"
SEA-PHL,SEA,PHL,2379.0,1388,"Thin route - long-haul, rarely cancels"
SEA-PHX,SEA,PHX,1107.0,7225,"Trunk route - multi-carrier, unreliable"
SEA-PIT,SEA,PIT,2125.0,470,"Thin route - long-haul, rarely cancels"
SEA-PSC,SEA,PSC,172.0,1726,"Thin route - reliable, short delay tail"
SEA-PSP,SEA,PSP,987.0,1653,"Thin route - reliable, short delay tail"
SEA-RDD,SEA,RDD,479.0,113,
SEA-RDM,SEA,RDM,228.0,1907,"Thin route - reliable, short delay tail"
SEA-RDU,SEA,RDU,2354.0,918,"Thin route - long-haul, rarely cancels"
SEA-RNO,SEA,RNO,564.0,902,"Thin route - reliable, short delay tail"
SEA-RSW,SEA,RSW,2623.0,44,
SEA-SAN,SEA,SAN,1050.0,4595,"Trunk route - multi-carrier, unreliable"
SEA-SAT,SEA,SAT,1774.0,558,"Thin route - long-haul, rarely cancels"
SEA-SBA,SEA,SBA,908.0,363,"Thin route - reliable, short delay tail"
SEA-SBP,SEA,SBP,847.0,220,
SEA-SFO,SEA,SFO,679.0,6791,"Trunk route - multi-carrier, unreliable"
SEA-SIT,SEA,SIT,861.0,243,
SEA-SJC,SEA,SJC,696.0,4384,"Trunk route - multi-carrier, unreliable"
SEA-SLC,SEA,SLC,689.0,4124,"Trunk route - multi-carrier, unreliable"
SEA-SMF,SEA,SMF,605.0,4381,"Trunk route - multi-carrier, unreliable"
SEA-SNA,SEA,SNA,978.0,3958,"Thin route - reliable, short delay tail"
SEA-STL,SEA,STL,1709.0,883,"Thin route - long-haul, rarely cancels"
SEA-STS,SEA,STS,618.0,428,"Thin route - reliable, short delay tail"
SEA-SUN,SEA,SUN,475.0,38,
SEA-TPA,SEA,TPA,2520.0,975,"Thin route - long-haul, rarely cancels"
SEA-TUS,SEA,TUS,1215.0,1065,"Thin route - reliable, short delay tail"
SEA-WRG,SEA,WRG,756.0,1,
SFB-ABE,SFB,ABE,882.0,642,"Thin route - long delay tail, high average delay"
SFB-ACY,SFB,ACY,829.0,65,
SFB-ALB,SFB,ALB,1049.0,104,
SFB-ATW,SFB,ATW,1141.0,254,
SFB-AUS,SFB,AUS,994.0,24,
SFB-AVL,SFB,AVL,465.0,515,"Thin route - long delay tail, high average delay"
SFB-BGR,SFB,BGR,1299.0,288,
SFB-BIS,SFB,BIS,1628.0,15,
SFB-BLV,SFB,BLV,835.0,166,
SFB-BMI,SFB,BMI,917.0,126,
SFB-BNA,SFB,BNA,598.0,124,
SFB-CAE,SFB,CAE,356.0,73,
SFB-CAK,SFB,CAK,837.0,122,
SFB-CHA,SFB,CHA,490.0,122,
SFB-CID,SFB,CID,1078.0,165,
SFB-CKB,SFB,CKB,727.0,107,
SFB-COU,SFB,COU,936.0,17,
SFB-CVG,SFB,CVG,735.0,351,"Thin route - long delay tail, high average delay"
SFB-DAY,SFB,DAY,785.0,80,
SFB-DSM,SFB,DSM,1124.0,205,
SFB-ELM,SFB,ELM,954.0,161,
SFB-EVV,SFB,EVV,734.0,128,
SFB-EYW,SFB,EYW,292.0,116,
SFB-FAR,SFB,FAR,1508.0,75,
SFB-FNT,SFB,FNT,988.0,322,"Thin route - long delay tail, high average delay"
SFB-FSD,SFB,FSD,1334.0,111,
SFB-FWA,SFB,FWA,870.0,184,
SFB-GRR,SFB,GRR,1001.0,400,"Thin route - long delay tail, high average delay"
SFB-GSP,SFB,GSP,426.0,133,
SFB-HGR,SFB,HGR,780.0,121,
SFB-HSV,SFB,HSV,519.0,49,
SFB-HTS,SFB,HTS,665.0,145,
SFB-IAG,SFB,IAG,996.0,43,
SFB-ICT,SFB,ICT,1117.0,76,
SFB-IND,SFB,IND,807.0,225,
SFB-LAS,SFB,LAS,2034.0,21,
SFB-LCK,SFB,LCK,767.0,162,
SFB-LEX,SFB,LEX,667.0,220,
SFB-LIT,SFB,LIT,765.0,53,
SFB-LSE,SFB,LSE,1180.0,21,
SFB-MDT,SFB,MDT,827.0,278,
SFB-MEM,SFB,MEM,671.0,91,
SFB-MFE,SFB,MFE,1059.0,110,
SFB-MLI,SFB,MLI,1018.0,95,
SFB-OKC,SFB,OKC,1061.0,22,
SFB-OMA,SFB,OMA,1195.0,102,
SFB-ORF,SFB,ORF,631.0,4,
SFB-PBG,SFB,PBG,1175.0,140,
SFB-PIA,SFB,PIA,949.0,142,
SFB-PIT,SFB,PIT,810.0,171,
SFB-PSM,SFB,PSM,1144.0,136,
SFB-PVU,SFB,PVU,1898.0,15,
SFB-RAP,SFB,RAP,1600.0,30,
SFB-RFD,SFB,RFD,1025.0,154,
SFB-RIC,SFB,RIC,643.0,14,
SFB-ROA,SFB,ROA,594.0,117,
SFB-SBN,SFB,SBN,936.0,248,
SFB-SDF,SFB,SDF,698.0,127,
SFB-SGF,SFB,SGF,914.0,158,
SFB-SHV,SFB,SHV,791.0,22,
SFB-SWF,SFB,SWF,965.0,89,
SFB-SYR,SFB,SYR,1029.0,100,
SFB-TOL,SFB,TOL,895.0,113,
SFB-TRI,SFB,TRI,535.0,134,
SFB-TUL,SFB,TUL,995.0,109,
SFB-TVC,SFB,TVC,1127.0,95,
SFB-TYS,SFB,TYS,511.0,639,"Thin route - long delay tail, high average delay"
SFB-USA,SFB,USA,457.0,195,
SFB-XNA,SFB,XNA,920.0,134,
SFO-ABQ,SFO,ABQ,896.0,714,"Thin route - reliable, short delay tail"
SFO-ACV,SFO,ACV,250.0,1294,"Thin route - long delay tail, high average delay"
SFO-ANC,SFO,ANC,2018.0,295,
SFO-ASE,SFO,ASE,848.0,378,"Thin route - long delay tail, high average delay"
SFO-ATL,SFO,ATL,2139.0,3349,"Thin route - long-haul, rarely cancels"
SFO-AUS,SFO,AUS,1504.0,2802,"Trunk route - multi-carrier, unreliable"
SFO-BFL,SFO,BFL,238.0,581,"Thin route - long delay tail, high average delay"
SFO-BIH,SFO,BIH,221.0,230,
SFO-BNA,SFO,BNA,1969.0,1158,"Thin route - long-haul, rarely cancels"
SFO-BOI,SFO,BOI,522.0,1713,"Thin route - reliable, short delay tail"
SFO-BOS,SFO,BOS,2704.0,4733,"Trunk route - multi-carrier, unreliable"
SFO-BUR,SFO,BUR,326.0,3062,"Trunk route - multi-carrier, unreliable"
SFO-BWI,SFO,BWI,2457.0,1053,"Thin route - long-haul, rarely cancels"
SFO-BZN,SFO,BZN,807.0,378,"Thin route - reliable, short delay tail"
SFO-CLD,SFO,CLD,422.0,249,
SFO-CLE,SFO,CLE,2161.0,578,"Thin route - long-haul, rarely cancels"
SFO-CLT,SFO,CLT,2296.0,1499,"Thin route - long-haul, rarely cancels"
SFO-CMH,SFO,CMH,2120.0,322,"Thin route - long-haul, rarely cancels"
SFO-DAL,SFO,DAL,1476.0,149,
SFO-DCA,SFO,DCA,2442.0,1090,"Thin route - long-haul, rarely cancels"
SFO-DEN,SFO,DEN,967.0,5461,"Trunk route - multi-carrier, unreliable"
SFO-DFW,SFO,DFW,1464.0,4180,"Trunk route - multi-carrier, unreliable"
SFO-DTW,SFO,DTW,2079.0,1794,"Thin route - long-haul, rarely cancels"
SFO-EGE,SFO,EGE,847.0,110,
SFO-EUG,SFO,EUG,451.0,994,"Thin route - reliable, short delay tail"
SFO-EWR,SFO,EWR,2565.0,4371,"Thin route - long-haul, rarely cancels"
SFO-FAT,SFO,FAT,158.0,1250,"Thin route - long delay tail, high average delay"
SFO-FCA,SFO,FCA,844.0,251,
SFO-FLL,SFO,FLL,2584.0,1250,"Thin route - long-haul, rarely cancels"
SFO-GEG,SFO,GEG,733.0,890,"Thin route - reliable, short delay tail"
SFO-HDN,SFO,HDN,838.0,34,
SFO-HNL,SFO,HNL,2398.0,2466,"Thin route - long-haul, rarely cancels"
SFO-IAD,SFO,IAD,2418.0,2730,"Thin route - long-haul, rarely cancels"
SFO-IAH,SFO,IAH,1635.0,3598,"Thin route - long-haul, rarely cancels"
SFO-IND,SFO,IND,1943.0,524,"Thin route - long-haul, rarely cancels"
SFO-JAC,SFO,JAC,737.0,338,"Thin route - reliable, short delay tail"
SFO-JFK,SFO,JFK,2586.0,6769,"Trunk route - multi-carrier, unreliable"
SFO-KOA,SFO,KOA,2368.0,1151,"Thin route - long-haul, rarely cancels"
SFO-LAS,SFO,LAS,414.0,6118,"Trunk route - multi-carrier, unreliable"
SFO-LAX,SFO,LAX,337.0,11235,"Trunk route - multi-carrier, unreliable"
SFO-LIH,SFO,LIH,2446.0,897,"Thin route - long-haul, rarely cancels"
SFO-MCI,SFO,MCI,1499.0,365,"Thin route - long delay tail, high average delay"
SFO-MCO,SFO,MCO,2446.0,1407,"Thin route - long-haul, rarely cancels"
SFO-MDW,SFO,MDW,1855.0,485,"Thin route - long-haul, rarely cancels"
SFO-MFR,SFO,MFR,329.0,1029,"Thin route - reliable, short delay tail"
SFO-MIA,SFO,MIA,2585.0,1746,"Thin route - long-haul, rarely cancels"
SFO-MRY,SFO,MRY,77.0,732,"Thin route - long delay tail, high average delay"
SFO-MSN,SFO,MSN,1772.0,1,
SFO-MSO,SFO,MSO,769.0,131,
SFO-MSP,SFO,MSP,1589.0,1913,"Thin route - long-haul, rarely cancels"
SFO-MSY,SFO,MSY,1911.0,524,"Thin route - long-haul, rarely cancels"
SFO-MTJ,SFO,MTJ,791.0,44,
SFO-OGG,SFO,OGG,2338.0,1702,"Thin route - long-haul, rarely cancels"
SFO-OMA,SFO,OMA,1433.0,369,"Thin route - long delay tail, high average delay"
SFO-ONT,SFO,ONT,363.0,1310,"Trunk route - multi-carrier, unreliable"
SFO-ORD,SFO,ORD,1846.0,5617,"Trunk route - multi-carrier, unreliable"
SFO-OTH,SFO,OTH,412.0,316,"Thin route - long delay tail, high average delay"
SFO-PDX,SFO,PDX,550.0,3493,"Trunk route - multi-carrier, unreliable"
SFO-PHL,SFO,PHL,2522.0,2044,"Thin route - long-haul, rarely cancels"
SFO-PHX,SFO,PHX,651.0,4690,"Trunk route - multi-carrier, unreliable"
SFO-PIT,SFO,PIT,2254.0,555,"Thin route - long-haul, rarely cancels"
SFO-PSC,SFO,PSC,620.0,594,"Thin route - reliable, short delay tail"
SFO-PSP,SFO,PSP,421.0,2547,"Trunk route - multi-carrier, unreliable"
SFO-PVD,SFO,PVD,2691.0,2,
SFO-PWM,SFO,PWM,2723.0,5,
SFO-RDD,SFO,RDD,199.0,877,"Thin route - long delay tail, high average delay"
SFO-RDM,SFO,RDM,462.0,1304,"Thin route - reliable, short delay tail"
SFO-RDU,SFO,RDU,2400.0,887,"Thin route - long-haul, rarely cancels"
SFO-RNO,SFO,RNO,192.0,1928,"Trunk route - multi-carrier, unreliable"
SFO-RSW,SFO,RSW,2481.0,50,
SFO-SAN,SFO,SAN,447.0,6621,"Trunk route - multi-carrier, unreliable"
SFO-SAT,SFO,SAT,1482.0,434,"Thin route - long-haul, rarely cancels"
SFO-SBA,SFO,SBA,262.0,1639,"Thin route - reliable, short delay tail"
SFO-SBP,SFO,SBP,191.0,1144,"Thin route - long delay tail, high average delay"
SFO-SDF,SFO,SDF,1990.0,2,
SFO-SEA,SFO,SEA,679.0,6797,"Trunk route - multi-carrier, unreliable"
SFO-SLC,SFO,SLC,599.0,3453,"Trunk route - multi-carrier, unreliable"
SFO-SMF,SFO,SMF,86.0,1355,"Thin route - reliable, short delay tail"
SFO-SNA,SFO,SNA,372.0,4716,"Trunk route - multi-carrier, unreliable"
SFO-STL,SFO,STL,1735.0,760,"Thin route - long delay tail, high average delay"
SFO-SUN,SFO,SUN,587.0,293,
SFO-TPA,SFO,TPA,2393.0,700,"Thin route - long-haul, rarely cancels"
SFO-TUS,SFO,TUS,751.0,945,"Thin route - reliable, short delay tail"
SFO-XNA,SFO,XNA,1550.0,2,
SGF-ATL,SGF,ATL,563.0,591,"Thin route - reliable, short delay tail"
SGF-AZA,SGF,AZA,1066.0,186,
SGF-CLT,SGF,CLT,708.0,1192,"Thin route - reliable, short delay tail"
SGF-DEN,SGF,DEN,637.0,1301,"Thin route - reliable, short delay tail"
SGF-DFW,SGF,DFW,364.0,3089,"Trunk route - multi-carrier, unreliable"
SGF-GUF,SGF,GUF,581.0,21,
SGF-IAH,SGF,IAH,513.0,39,
SGF-LAS,SGF,LAS,1209.0,125,
SGF-LAX,SGF,LAX,1423.0,10,
SGF-MIA,SGF,MIA,1102.0,33,
SGF-ORD,SGF,ORD,438.0,1469,"Thin route - long delay tail, high average delay"
SGF-PGD,SGF,PGD,975.0,103,
SGF-PHX,SGF,PHX,1082.0,9,
SGF-PIE,SGF,PIE,895.0,183,
SGF-SFB,SGF,SFB,914.0,158,
SGF-VPS,SGF,VPS,610.0,60,
SGU-DEN,SGU,DEN,517.0,1075,"Thin route - reliable, short delay tail"
SGU-DFW,SGU,DFW,976.0,704,"Thin route - reliable, short delay tail"
SGU-LAX,SGU,LAX,349.0,310,"Thin route - reliable, short delay tail"
SGU-ORD,SGU,ORD,1404.0,10,
SGU-PHX,SGU,PHX,262.0,891,"Thin route - reliable, short delay tail"
SGU-SLC,SGU,SLC,272.0,1719,"Thin route - reliable, short delay tail"
SHD-CLT,SHD,CLT,239.0,164,
SHD-ORD,SHD,ORD,541.0,179,
SHR-DEN,SHR,DEN,359.0,766,"Thin route - reliable, short delay tail"
SHV-ATL,SHV,ATL,552.0,1517,"Thin route - reliable, short delay tail"
SHV-BNA,SHV,BNA,481.0,26,
SHV-CLT,SHV,CLT,764.0,753,"Thin route - long delay tail, high average delay"
SHV-DEN,SHV,DEN,792.0,436,"Thin route - reliable, short delay tail"
SHV-DFW,SHV,DFW,190.0,2125,"Thin route - long delay tail, high average delay"
SHV-IAH,SHV,IAH,192.0,1201,"Thin route - reliable, short delay tail"
SHV-LAS,SHV,LAS,1243.0,107,
SHV-SFB,SHV,SFB,791.0,22,
SHV-VPS,SHV,VPS,452.0,25,
SIT-JNU,SIT,JNU,95.0,725,"Thin route - reliable, short delay tail"
SIT-KTN,SIT,KTN,183.0,364,"Thin route - reliable, short delay tail"
SIT-SEA,SIT,SEA,861.0,244,
SJC-ATL,SJC,ATL,2116.0,901,"Thin route - long-haul, rarely cancels"
SJC-AUS,SJC,AUS,1476.0,1121,"Thin route - long-haul, rarely cancels"
SJC-BNA,SJC,BNA,1947.0,246,
SJC-BOI,SJC,BOI,523.0,676,"Thin route - reliable, short delay tail"
SJC-BOS,SJC,BOS,2689.0,5,
SJC-BUR,SJC,BUR,296.0,2166,"Thin route - reliable, short delay tail"
SJC-BWI,SJC,BWI,2439.0,242,
SJC-CLT,SJC,CLT,2274.0,6,
SJC-DAL,SJC,DAL,1450.0,427,"Thin route - long-haul, rarely cancels"
SJC-DEN,SJC,DEN,948.0,2564,"Thin route - reliable, short delay tail"
SJC-DFW,SJC,DFW,1438.0,1102,"Thin route - long-haul, rarely cancels"
SJC-DTW,SJC,DTW,2062.0,38,
SJC-EUG,SJC,EUG,471.0,262,
SJC-EWR,SJC,EWR,2548.0,4,
SJC-GEG,SJC,GEG,742.0,244,
SJC-HNL,SJC,HNL,2417.0,808,"Thin route - long-haul, rarely cancels"
SJC-HOU,SJC,HOU,1621.0,365,"Thin route - long-haul, rarely cancels"
SJC-IAD,SJC,IAD,2400.0,1,
SJC-IAH,SJC,IAH,1608.0,215,
SJC-JAC,SJC,JAC,729.0,5,
SJC-JFK,SJC,JFK,2569.0,5,
SJC-KOA,SJC,KOA,2384.0,154,
SJC-LAS,SJC,LAS,386.0,3750,"Trunk route - multi-carrier, unreliable"
SJC-LAX,SJC,LAX,308.0,4476,"Trunk route - multi-carrier, unreliable"
SJC-LGB,SJC,LGB,324.0,1239,"Thin route - reliable, short delay tail"
SJC-LIH,SJC,LIH,2465.0,161,
SJC-MDW,SJC,MDW,1838.0,519,"Thin route - long-haul, rarely cancels"
SJC-MIA,SJC,MIA,2559.0,3,
SJC-MSP,SJC,MSP,1575.0,510,"Thin route - reliable, short delay tail"
SJC-OGG,SJC,OGG,2355.0,471,"Thin route - long-haul, rarely cancels"
SJC-ONT,SJC,ONT,333.0,1317,"Thin route - reliable, short delay tail"
SJC-ORD,SJC,ORD,1829.0,301,"Thin route - long-haul, rarely cancels"
SJC-PDX,SJC,PDX,569.0,1653,"Thin route - reliable, short delay tail"
SJC-PHL,SJC,PHL,2504.0,4,
SJC-PHX,SJC,PHX,621.0,3019,"Trunk route - multi-carrier, unreliable"
SJC-PSP,SJC,PSP,390.0,213,
SJC-PVD,SJC,PVD,2675.0,1,
SJC-RDM,SJC,RDM,477.0,2,
SJC-RNO,SJC,RNO,188.0,243,
SJC-SAN,SJC,SAN,417.0,4986,"Trunk route - multi-carrier, unreliable"
SJC-SEA,SJC,SEA,696.0,4381,"Trunk route - multi-carrier, unreliable"
SJC-SLC,SJC,SLC,584.0,1801,"Thin route - reliable, short delay tail"
SJC-SNA,SJC,SNA,342.0,2730,"Thin route - reliable, short delay tail"
SJC-STL,SJC,STL,1715.0,1,
SJT-DFW,SJT,DFW,229.0,1077,"Thin route - reliable, short delay tail"
SJU-ATL,SJU,ATL,1547.0,2095,"Thin route - long-haul, rarely cancels"
SJU-AUS,SJU,AUS,2146.0,34,
SJU-BDL,SJU,BDL,1666.0,966,"Thin route - long delay tail, high average delay"
SJU-BNA,SJU,BNA,1753.0,53,
SJU-BOS,SJU,BOS,1674.0,1961,"Trunk route - multi-carrier, unreliable"
SJU-BUF,SJU,BUF,1845.0,73,
SJU-BWI,SJU,BWI,1565.0,1162,"Thin route - long-haul, rarely cancels"
SJU-CLE,SJU,CLE,1839.0,37,
SJU-CLT,SJU,CLT,1475.0,1081,"Thin route - long-haul, rarely cancels"
SJU-DCA,SJU,DCA,1554.0,364,"Thin route - long delay tail, high average delay"
SJU-DEN,SJU,DEN,2733.0,333,"Thin route - long-haul, rarely cancels"
SJU-DFW,SJU,DFW,2165.0,987,"Thin route - long-haul, rarely cancels"
SJU-DTW,SJU,DTW,1930.0,357,"Thin route - long-haul, rarely cancels"
SJU-EWR,SJU,EWR,1608.0,2084,"Trunk route - multi-carrier, unreliable"
SJU-FLL,SJU,FLL,1046.0,2336,"Trunk route - multi-carrier, unreliable"
SJU-HOU,SJU,HOU,1997.0,92,
SJU-HPN,SJU,HPN,1624.0,359,"Thin route - long delay tail, high average delay"
SJU-IAD,SJU,IAD,1572.0,706,"Thin route - long-haul, rarely cancels"
SJU-IAH,SJU,IAH,2007.0,930,"Thin route - long-haul, rarely cancels"
SJU-IND,SJU,IND,1902.0,7,
SJU-JAX,SJU,JAX,1288.0,261,
SJU-JFK,SJU,JFK,1598.0,3596,"Trunk route - multi-carrier, unreliable"
SJU-LGA,SJU,LGA,1608.0,8,
SJU-MCO,SJU,MCO,1188.0,6073,"Trunk route - multi-carrier, unreliable"
SJU-MDW,SJU,MDW,2057.0,53,
SJU-MIA,SJU,MIA,1045.0,2643,"Trunk route - multi-carrier, unreliable"
SJU-MSP,SJU,MSP,2404.0,153,
SJU-ORD,SJU,ORD,2072.0,1394,"Thin route - long-haul, rarely cancels"
SJU-ORF,SJU,ORF,1414.0,73,
SJU-PHL,SJU,PHL,1576.0,1934,"Trunk route - multi-carrier, unreliable"
SJU-PVD,SJU,PVD,1636.0,299,
SJU-RDU,SJU,RDU,1432.0,467,"Thin route - long-haul, rarely cancels"
SJU-RIC,SJU,RIC,1482.0,55,
SJU-SAT,SJU,SAT,2181.0,52,
SJU-STL,SJU,STL,2024.0,31,
SJU-STT,SJU,STT,68.0,357,"Thin route - long delay tail, high average delay"
SJU-STX,SJU,STX,94.0,317,"Thin route - reliable, short delay tail"
SJU-TPA,SJU,TPA,1237.0,1519,"Trunk route - multi-carrier, unreliable"
SLC-ABQ,SLC,ABQ,493.0,1154,"Thin route - reliable, short delay tail"
SLC-ANC,SLC,ANC,2125.0,128,
SLC-ATL,SLC,ATL,1590.0,2972,"Thin route - long-haul, rarely cancels"
SLC-AUS,SLC,AUS,1086.0,1784,"Thin route - reliable, short delay tail"
SLC-BIL,SLC,BIL,387.0,1074,"Thin route - reliable, short delay tail"
SLC-BNA,SLC,BNA,1404.0,1206,"Thin route - long-haul, rarely cancels"
SLC-BOI,SLC,BOI,290.0,1741,"Thin route - reliable, short delay tail"
SLC-BOS,SLC,BOS,2105.0,1256,"Thin route - long-haul, rarely cancels"
SLC-BTM,SLC,BTM,357.0,361,"Thin route - reliable, short delay tail"
SLC-BUR,SLC,BUR,574.0,1473,"Thin route - reliable, short delay tail"
SLC-BWI,SLC,BWI,1865.0,769,"Thin route - long-haul, rarely cancels"
SLC-BZN,SLC,BZN,347.0,1162,"Thin route - reliable, short delay tail"
SLC-CDC,SLC,CDC,221.0,629,"Thin route - reliable, short delay tail"
SLC-CLE,SLC,CLE,1565.0,363,"Thin route - long-haul, rarely cancels"
SLC-CLT,SLC,CLT,1727.0,922,"Thin route - long-haul, rarely cancels"
SLC-CMH,SLC,CMH,1528.0,363,"Thin route - long-haul, rarely cancels"
SLC-COS,SLC,COS,411.0,721,"Thin route - reliable, short delay tail"
SLC-CVG,SLC,CVG,1450.0,821,"Thin route - reliable, short delay tail"
SLC-DAL,SLC,DAL,999.0,674,"Thin route - reliable, short delay tail"
SLC-DCA,SLC,DCA,1851.0,364,"Thin route - long-haul, rarely cancels"
SLC-DEN,SLC,DEN,391.0,7728,"Trunk route - multi-carrier, unreliable"
SLC-DFW,SLC,DFW,989.0,3866,"Trunk route - multi-carrier, unreliable"
SLC-DTW,SLC,DTW,1481.0,1552,"Thin route - long-haul, rarely cancels"
SLC-EKO,SLC,EKO,200.0,578,"Thin route - reliable, short delay tail"
SLC-EUG,SLC,EUG,618.0,769,"Thin route - reliable, short delay tail"
SLC-EWR,SLC,EWR,1969.0,1337,"Thin route - long-haul, rarely cancels"
SLC-FAI,SLC,FAI,2183.0,38,
SLC-FAT,SLC,FAT,501.0,1366,"Thin route - reliable, short delay tail"
SLC-FCA,SLC,FCA,532.0,1111,"Thin route - reliable, short delay tail"
SLC-FLL,SLC,FLL,2084.0,375,"Thin route - long-haul, rarely cancels"
SLC-GEG,SLC,GEG,546.0,1671,"Thin route - reliable, short delay tail"
SLC-GJT,SLC,GJT,217.0,583,"Thin route - reliable, short delay tail"
SLC-GTF,SLC,GTF,463.0,1071,"Thin route - reliable, short delay tail"
SLC-HLN,SLC,HLN,402.0,725,"Thin route - reliable, short delay tail"
SLC-HNL,SLC,HNL,2994.0,858,"Thin route - long-haul, rarely cancels"
SLC-HOU,SLC,HOU,1214.0,408,"Thin route - reliable, short delay tail"
SLC-IAD,SLC,IAD,1827.0,712,"Thin route - long-haul, rarely cancels"
SLC-IAH,SLC,IAH,1195.0,1949,"Thin route - reliable, short delay tail"
SLC-IDA,SLC,IDA,189.0,1193,"Thin route - reliable, short delay tail"
SLC-IND,SLC,IND,1355.0,364,"Thin route - reliable, short delay tail"
SLC-JAC,SLC,JAC,205.0,1219,"Thin route - reliable, short delay tail"
SLC-JFK,SLC,JFK,1990.0,1931,"Thin route - long-haul, rarely cancels"
SLC-KOA,SLC,KOA,2966.0,96,
SLC-LAS,SLC,LAS,368.0,3744,"Trunk route - multi-carrier, unreliable"
SLC-LAX,SLC,LAX,590.0,4191,"Trunk route - multi-carrier, unreliable"
SLC-LBB,SLC,LBB,744.0,1,
SLC-LGA,SLC,LGA,1983.0,18,
SLC-LGB,SLC,LGB,588.0,1567,"Thin route - reliable, short delay tail"
SLC-LIT,SLC,LIT,1156.0,271,
SLC-LWS,SLC,LWS,461.0,365,"Thin route - reliable, short delay tail"
SLC-MCI,SLC,MCI,920.0,1009,"Thin route - reliable, short delay tail"
SLC-MCO,SLC,MCO,1931.0,1506,"Thin route - long-haul, rarely cancels"
SLC-MDW,SLC,MDW,1259.0,619,"Thin route - reliable, short delay tail"
SLC-MEM,SLC,MEM,1262.0,365,"Thin route - reliable, short delay tail"
SLC-MFR,SLC,MFR,575.0,729,"Thin route - reliable, short delay tail"
SLC-MIA,SLC,MIA,2088.0,796,"Thin route - long-haul, rarely cancels"
SLC-MKE,SLC,MKE,1247.0,363,"Thin route - long-haul, rarely cancels"
SLC-MSO,SLC,MSO,436.0,1059,"Thin route - reliable, short delay tail"
SLC-MSP,SLC,MSP,991.0,1589,"Thin route - reliable, short delay tail"
SLC-MSY,SLC,MSY,1429.0,455,"Thin route - reliable, short delay tail"
SLC-OAK,SLC,OAK,588.0,1643,"Thin route - reliable, short delay tail"
SLC-OGG,SLC,OGG,2935.0,303,"Thin route - long-haul, rarely cancels"
SLC-OKC,SLC,OKC,866.0,720,"Thin route - reliable, short delay tail"
SLC-OMA,SLC,OMA,840.0,755,"Thin route - reliable, short delay tail"
SLC-ONT,SLC,ONT,558.0,1239,"Thin route - reliable, short delay tail"
SLC-ORD,SLC,ORD,1250.0,3205,"Trunk route - multi-carrier, unreliable"
SLC-PDX,SLC,PDX,630.0,2375,"Thin route - reliable, short delay tail"
SLC-PHL,SLC,PHL,1927.0,818,"Thin route - long-haul, rarely cancels"
SLC-PHX,SLC,PHX,507.0,5775,"Trunk route - multi-carrier, unreliable"
SLC-PIH,SLC,PIH,149.0,448,"Thin route - reliable, short delay tail"
SLC-PIT,SLC,PIT,1660.0,363,"Thin route - long-haul, rarely cancels"
